image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate
aardvark_01b.jpg,0.09182556608364964,0.0,0.0,0.0,0.00864808411000805,0.0,0.01677140399040311,0.0,0.022747905747723094,0.030015095058827785,0.02256597591812406,0.0,0.017056982256290928
abacus_01b.jpg,0.13239438741237525,0.0,0.0,0.0,0.017259949745975646,0.0,0.00985279942443303,0.0,0.051721861260211464,0.030919213766307716,0.1697707277023632,0.0,0.16482476790434653
accordion_01b.jpg,0.10121872551378082,0.0,0.0,0.0,0.02668310712687266,0.0,0.013876387595826227,0.0,0.017147833864548035,0.01393061818472021,0.20368139180762196,0.0,0.11268569158410996
acorn_01b.jpg,0.11286604060453265,0.0,0.0,0.0,0.009949677917722098,0.0,0.0018617228865342595,0.0,0.1334795093510474,0.03241218758976933,0.15031456728111442,0.0,0.050919724677800704
air_conditioner_01b.jpg,0.12991100360284938,0.0,0.0,0.0,0.006284440920014652,0.0,0.005574372242648144,0.0,0.012025717360160575,0.029987184432115944,0.16206867108951356,0.0,0.0541918735184362
air_mattress_01b.jpg,0.15869563375528384,0.0,0.0,0.0,0.010630287325821735,0.0,0.0020414628205834002,0.0,0.04533188035111538,0.036481056913737056,0.08716564232156937,0.0,0.022970913202003344
air_pump_01s.jpg,0.1615902712397227,0.0,0.0,0.0,0.005014648176654177,0.0,0.0018504507439249544,0.0,0.0010733622927751039,0.0312110021682573,0.1439456707088423,0.0,0.01668552283782097
airbag_01b.jpg,0.13252611614076285,0.0,0.0,0.0,0.01111727028340899,0.0,0.009699319149791944,0.0,0.00048641725319700557,0.04018222353183507,0.22284135210670256,0.0,0.011558939815390938
airboat_01s.jpg,0.1318297005254812,0.0,0.0,0.0,0.007716903340870579,0.0,0.04202273387710533,0.0,0.0025822506763410473,0.04583010257513315,0.10525645892071503,0.0,0.0042908214525253395
aircraft_carrier_01b.jpg,0.12139574835948456,0.0,0.0,0.0,0.004515966790190304,0.0,0.003919135410266277,0.0,0.003818022610258739,0.030944072074587953,0.012669932027741158,0.0,0.09793386337594284
airplane_01b.jpg,0.0818802075595545,0.0,0.0,0.0,0.0019392182115367763,0.0,0.0150389516451017,0.0,0.009871597052293072,0.01993914129974584,0.11083500411767329,0.0,0.026092313220906646
album_01s.jpg,0.1123360500319328,0.0,0.0,0.0,0.004659701947115831,0.0,0.0008884342877414996,0.0,0.0037849530300520552,0.03222916669914981,0.12319781572687596,0.0,0.005760255511258357
alligator_01b.jpg,0.13376417691628006,0.0,0.0,0.0,0.010741211586512521,0.0,0.05638368253269692,0.0,0.019896940037294787,0.03207447018870885,0.09296363602238684,0.0,0.14149136069812548
almond_01b.jpg,0.1303311653738723,0.0,0.0,0.0,0.02336152746123666,0.0,0.040494833061642165,0.0,0.0157883723169634,0.03414310748548052,0.18497765097015906,0.0,0.040873339962353546
aloe_01b.jpg,0.10067584597533139,0.0,0.0,0.0,0.023206852458931834,0.0,0.08632243286006555,0.0,0.006081174851552563,0.0347527052449014,0.06390788371201332,0.0,0.1729540451330721
alpaca_01b.jpg,0.08658190480096499,0.0,0.0,0.0,0.016808285330115854,0.0,0.04806553136343934,0.0,0.02447850560117361,0.025670301231900713,0.04132135058508335,0.0,0.03447929746223106
altar_01b.jpg,0.12208949771782428,0.0,0.0,0.0,0.0036032830169268146,0.0,0.009849462693792619,0.0,0.028285624008771163,0.027642789315924374,0.07377430136239971,0.0,0.15499396688779082
aluminum_foil_01b.jpg,0.10997380810031374,0.0,0.0,0.0,0.003843052252641696,0.0,0.0016076908711456863,0.0,0.0003166807163566098,0.03520250136717844,0.18699963573747078,0.0,0.00675848198079823
amber_01b.jpg,0.10166170888068073,0.0,0.0,0.0,0.002820669184157233,0.0,0.015021606386684537,0.0,0.04930154505861886,0.032075138105019406,0.14789852551990626,0.0,0.12696868003924466
ambulance_01b.jpg,0.1211048589042037,0.0,0.0,0.0,0.0058221048413696,0.0,0.06014743558249999,0.0,0.0005308412515106958,0.03222242842840617,0.08736281613337721,0.0,0.1680250746294959
amplifier_01s.jpg,0.0891274292670729,0.0,0.0,0.0,0.004208421488552401,0.0,0.014014916292717285,0.0,0.09563793485558295,0.03352373627809945,0.14699333850014074,0.0,0.023248161007831857
anchor_01b.jpg,0.12423230834896198,0.0,0.0,0.0,0.0067155167922438525,0.0,0.0016842923864211598,0.0,0.03659314095717172,0.037227263655263264,0.04702371096218308,0.0,0.025645939235184854
ankle_01b.jpg,0.11589542898668602,0.0,0.0,0.0,0.011198201293083089,0.0,0.0036904995836346518,0.0,0.02197058054927695,0.034253774716299194,0.07991038969006893,0.0,0.01868790519914823
anklet_01b.jpg,0.1443159504827883,0.0,0.0,0.0,0.007988753746599433,0.0,0.022772941581840993,0.0,0.018782027469081183,0.026523657117625752,0.09020063312130579,0.0,0.0883186440099774
ant_01b.jpg,0.135520717687553,0.0,0.0,0.0,0.014781756646330026,0.0,0.00804340647659775,0.0,0.10701660629367457,0.020111265697281226,0.10411106643801704,0.0,0.008206040592619885
anteater_01b.jpg,0.10339782686440559,0.0,0.0,0.0,0.00827901785953582,0.0,0.003347148413817258,0.0,0.09834177012269345,0.02829029457688931,0.06881396709674631,0.0,0.05374362533713735
antelope_01b.jpg,0.10192537618175225,0.0,0.0,0.0,0.009625418205029877,0.0,0.013835431082510221,0.0,0.010791215386467878,0.02342202045495068,0.035838044285795324,0.0,0.032871893113489405
antenna_01b.jpg,0.09639607978038366,0.0,0.0,0.0,0.006085043014192391,0.0,0.01884447333737371,0.0,0.018310879053350892,0.03406917269636044,0.09065304902413793,0.0,0.021943456655345556
anvil_01b.jpg,0.10320623902183457,0.0,0.0,0.0,0.008914404286523209,0.0,0.02661373138280179,0.0,0.009036502022237516,0.029578452750334005,0.142714623189453,0.0,0.1095241796832552
appetizer_01b.jpg,0.092921087034923,0.0,0.0,0.0,0.015526333823838478,0.0,0.02833162724651866,0.0,0.038425459340564926,0.012449602427523037,0.08413028477480633,0.0,0.10986309159602078
apple_01b.jpg,0.11775425033675824,0.0,0.0,0.0,0.011215143106388539,0.0,0.03218588718963672,0.0,0.005935238075851575,0.031426647519727305,0.11589699650725549,0.0,0.027418053626481927
apple_tree_01b.jpg,0.08994347053235535,0.0,0.0,0.0,0.01813812540042794,0.0,0.02595315999877395,0.0,0.014505517156892021,0.03087181889777188,0.15592247530605385,0.0,0.016913584787483404
applesauce_01b.jpg,0.12364120576829164,0.0,0.0,0.0,0.006794336555182139,0.0,0.005250782182107443,0.0,0.015373414743025608,0.033386514349787004,0.06430248044681688,0.0,0.005047620602391981
apron_01b.jpg,0.12087854388788312,0.0,0.0,0.0,0.007307939399996878,0.0,0.004012080207947961,0.0,0.04484082906411701,0.020243263101461823,0.06915849017619691,0.0,0.004062105070636819
aquarium_01b.jpg,0.10082174948020797,0.0,0.0,0.0,0.011208872610272222,0.0,0.09876238451942543,0.0,0.007733560532408336,0.02137507034167507,0.13694926766742055,0.0,0.08512028931584985
arch_01b.jpg,0.050092349613912124,0.0,0.0,0.0,0.0029902120774133413,0.0,0.006726843953605305,0.0,0.00155237690685415,0.03202454787756777,0.0949658349029411,0.0,0.0757295453241857
arm_01b.jpg,0.10090853655512645,0.0,0.0,0.0,0.006951102759647449,0.0,0.01627995966932575,0.0,0.03703212179693648,0.03398205099317977,0.07652288580018853,0.0,0.01098641362296211
armor_01b.jpg,0.13051329787932525,0.0,0.0,0.0,0.008683180779022404,0.0,0.010405680149077522,0.0,0.038541918374241174,0.031256556424942634,0.12705006652338954,0.0,0.1270029767941543
arrow_01b.jpg,0.1258614489447839,0.0,0.0,0.0,0.018272980464887154,0.0,0.002367503037439229,0.0,0.07017308012103472,0.030890327863567192,0.16168909944987653,0.0,0.0015149628779774782
artichoke_01b.jpg,0.08354644739259355,0.0,0.0,0.0,0.02167314039534589,0.0,0.03516960535712688,0.0,0.013562480554304581,0.029710649347255,0.0857704351425242,0.0,0.10748709295508406
arugula_01b.jpg,0.09672675530279382,0.0,0.0,0.0,0.028094580458187565,0.0,0.014563075466493347,0.0,0.018089491708307752,0.0191579351524702,0.07700551335430873,0.0,0.01629169187389455
ashtray_01s.jpg,0.13218437853225962,0.0,0.0,0.0,0.0038237907981362508,0.0,0.001926693918880219,0.0,0.008365496065180292,0.03965149013855199,0.19169424217635733,0.0,0.007209143470543962
asparagus_01b.jpg,0.09538113492431612,0.0,0.0,0.0,0.024702651245073752,0.0,0.0707416300443498,0.0,0.04765278164393079,0.037810155401636826,0.10551415060508702,0.0,0.006210749040307565
avocado_01b.jpg,0.08961527816745204,0.0,0.0,0.0,0.00548930372041488,0.0,0.0197513077179494,0.0,0.025077647483619465,0.043141181449048105,0.17322699781302933,0.0,0.08632517380707176
awning_01b.jpg,0.13409231579146075,0.0,0.0,0.0,0.008481066487647109,0.0,0.041759818732365665,0.0,0.06027459957225365,0.03539542928902026,0.0738406918005601,0.0,0.012923670248362972
