image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate,Predicted Complexity Score
aardvark_01b.jpg,0.0883494300294899,0.0,0.0,0.0084883368910356,0.0,0.0,0.0169004827992187,0.0,0.024655431684793,0.0223612518068709,0.0254184112361445,0.0,0.0169383914018567,0.2031117358494097
abacus_01b.jpg,0.1273824836138917,0.0,0.0,0.0131237464866844,0.0,0.0,0.0099286301428352,0.0,0.0560589986196479,0.0230348204243161,0.1912304696351424,0.0,0.16367880258856,0.5844379515110779
accordion_01b.jpg,0.0973870033026264,0.0,0.0,0.0102155450211312,0.0,0.0,0.0139831853083229,0.0,0.018585765699854,0.01037831332679,0.2294275858886408,0.0,0.1119022298763662,0.4918796284237319
acorn_01b.jpg,0.1085933992284015,0.0,0.0,0.0083306170597845,0.0,0.0,0.0018760513811955,0.0,0.1446724353715003,0.0241470862206449,0.1693149677991902,0.0,0.0505656987682722,0.5075002558289895
air_conditioner_01b.jpg,0.12499311044176,0.0,0.0,0.0004948345281057,0.0,0.0,0.0056172746334907,0.0,0.0130341340483067,0.0223404583844024,0.1825548403133792,0.0,0.0538150975748737,0.4028497499243187
air_mattress_01b.jpg,0.1526880735771965,0.0,0.0,0.0079803658888328,0.0,0.0,0.0020571746589764,0.0,0.0491331857769813,0.0271783946787448,0.098183750183516,0.0,0.0228112049849912,0.3600321497492391
air_pump_01s.jpg,0.1554731320614447,0.0,0.0,0.0052335855513939,0.0,0.0,0.0018646924840878,0.0,0.0011633691020193,0.0232522028419807,0.1621410156164059,0.0,0.0165695146025841,0.3656975122599167
airbag_01b.jpg,0.1275092256375777,0.0,0.0,0.0085053847241172,0.0,0.0,0.0097739686283266,0.0,0.0005272057783914,0.0299357645476146,0.2510094466473897,0.0,0.0114785748054223,0.4387395707688397
airboat_01s.jpg,0.1268391734364541,0.0,0.0,0.0137198752642379,0.0,0.0,0.0423461560804663,0.0,0.0027987853409279,0.0341434355616297,0.1185613229321171,0.0,0.0042609889666474,0.3426697375824807
aircraft_carrier_01b.jpg,0.1168002075347246,0.0,0.0,0.0124261068601893,0.0,0.0,0.0039492984980217,0.0,0.0041381829466939,0.0230533398689442,0.0142714653150217,0.0,0.0972529656437832,0.2718915666673789
airplane_01b.jpg,0.078780561635667,0.0,0.0,0.003640483119116,0.0,0.0,0.0151546968722333,0.0,0.010699379953558,0.0148546642461911,0.1248450199647732,0.0,0.0259109030703572,0.2738857088618961
album_01s.jpg,0.1080834719063358,0.0,0.0,0.0138354380318882,0.0,0.0,0.000895272000293,0.0,0.004102340316402,0.0240107356206205,0.1387705435343214,0.0,0.0057202065968269,0.2954180080066882
alligator_01b.jpg,0.1287004185539292,0.0,0.0,0.0133687616504219,0.0,0.0,0.0568176318062416,0.0,0.0215653982070436,0.0238954866894799,0.1047146349441254,0.0,0.1405076238853572,0.4895699557365991
almond_01b.jpg,0.1253973666263202,0.0,0.0,0.0137066522843594,0.0,0.0,0.0408064959860924,0.0,0.0171123064862325,0.0254366218882702,0.2083596126715346,0.0,0.0405891628296765,0.4714082187724862
aloe_01b.jpg,0.0968646749376372,0.0,0.0,0.0110840006337298,0.0,0.0,0.0869868016161948,0.0,0.0065911118490871,0.0258907723406542,0.0719861119819318,0.0,0.1717515599758505,0.4711550333350858
alpaca_01b.jpg,0.0833042720702036,0.0,0.0,0.0119454702466633,0.0,0.0,0.0484354611282362,0.0,0.0265311510118231,0.0191243795390191,0.0465445450183686,0.0,0.0342395757292247,0.270124854743539
altar_01b.jpg,0.1174676944123639,0.0,0.0,0.0101586617088503,0.0,0.0,0.0099252677315054,0.0,0.0306575153837976,0.0205938835551303,0.0830996867803367,0.0,0.1539163514755692,0.4258190610475538
aluminum_foil_01b.jpg,0.1058106546817713,0.0,0.0,0.0079716502638441,0.0,0.0,0.0016200642432682,0.0,0.0003432359820113,0.0262258705414854,0.2106371849119388,0.0,0.0067114927689471,0.3593201533932665
amber_01b.jpg,0.0978132171518555,0.0,0.0,0.0088608945574908,0.0,0.0,0.0151372181184155,0.0,0.0534357267709883,0.0238959842872645,0.1665935280851309,0.0,0.1260859140243663,0.491822482995512
ambulance_01b.jpg,0.1165203299508256,0.0,0.0,0.0105497828981962,0.0,0.0,0.0606103520647902,0.0,0.0005753549516707,0.0240057156075722,0.0984058476036194,0.0,0.1668568587711876,0.4775242418478621
amplifier_01s.jpg,0.0857534335107319,0.0,0.0,0.0062245284800066,0.0,0.0,0.0141227801723155,0.0,0.1036576551466737,0.024975190215206,0.165573921576753,0.0,0.0230865251899294,0.4233940342916165
anchor_01b.jpg,0.119529387097707,0.0,0.0,0.0042422830672949,0.0,0.0,0.0016972553115919,0.0,0.0396616592756833,0.0277343188500508,0.0529677079964609,0.0,0.0254676325569595,0.2713002441557486
ankle_01b.jpg,0.1115081074988345,0.0,0.0,0.0088047370569894,0.0,0.0,0.0037189030071323,0.0,0.0238129238715595,0.0255190689973083,0.0900114027663816,0.0,0.0185579751440041,0.2819331183422099
anklet_01b.jpg,0.1388527456253682,0.0,0.0,0.0105632237360126,0.0,0.0,0.0229482104009747,0.0,0.0203569946306898,0.0197601298441297,0.1016023767266586,0.0,0.0877045973223372,0.4017882782861711
ant_01b.jpg,0.130390463958323,0.0,0.0,0.0106865610738832,0.0,0.0,0.0081053114505291,0.0,0.1159904852285662,0.0149828969566939,0.1172711479688166,0.0,0.0081489870440625,0.4055758536808748
anteater_01b.jpg,0.0994836128909496,0.0,0.0,0.0024081290802133,0.0,0.0,0.0033729092821638,0.0,0.1065882205558367,0.0210762751037272,0.0775123451696488,0.0,0.0533699658964838,0.3638114579790235
antelope_01b.jpg,0.0980669030996868,0.0,0.0,0.0088616182446242,0.0,0.0,0.0139419135788237,0.0,0.011696112895297,0.0174494099116569,0.0403681254850524,0.0,0.0326433470651542,0.2230274302802956
antenna_01b.jpg,0.0927469229856518,0.0,0.0,0.0125958775204335,0.0,0.0,0.0189895072398745,0.0,0.0198463380583326,0.0253815404556256,0.1021119799235105,0.0,0.0217908919616092,0.2934630581450381
anvil_01b.jpg,0.099299277771509,0.0,0.0,0.014235122035141,0.0,0.0,0.0268185603134624,0.0,0.0097942580187221,0.0220359531999324,0.1607543584555277,0.0,0.108762698792047,0.441700228586342
appetizer_01b.jpg,0.0894034790896634,0.0,0.0,0.0119759123387822,0.0,0.0,0.0285496777269007,0.0,0.0416476267413285,0.0092749562922139,0.094764710534963,0.0,0.1090992543763186,0.3847156171001706
apple_01b.jpg,0.1132965615624438,0.0,0.0,0.0100225918574714,0.0,0.0,0.0324336014526459,0.0,0.0064329375431313,0.0234128586718473,0.1305468697185564,0.0,0.0272274260959122,0.3433728469020087
apple_tree_01b.jpg,0.0865385828296326,0.0,0.0,0.015691061240493,0.0,0.0,0.0261529049324456,0.0,0.0157218774897615,0.0229995112378016,0.1756317392461499,0.0,0.0167959909223228,0.3595316678986072
applesauce_01b.jpg,0.1189606612153791,0.0,0.0,0.0134946802698158,0.0,0.0,0.0052911941064642,0.0,0.0166625526394489,0.0248729598512373,0.0724305874220399,0.0,0.0050125263734654,0.2567251618778509
apron_01b.jpg,0.116302582284769,0.0,0.0,0.0028271633791347,0.0,0.0,0.0040429586325814,0.0,0.0486009573778228,0.0150812350491421,0.0779004174314287,0.0,0.0040338627647066,0.2687891769195856
aquarium_01b.jpg,0.0970050551394146,0.0,0.0,0.0118765753296242,0.0,0.0,0.0995224956560277,0.0,0.008382058353046,0.0159244316688978,0.1542602374782959,0.0,0.0845284795989856,0.471499333224292
arch_01b.jpg,0.0481960604870706,0.0,0.0,0.0035624953706963,0.0,0.0,0.0067786161847862,0.0,0.0016825514928917,0.0238582945577202,0.1069699202775463,0.0,0.0752030259580418,0.2662509643287535
arm_01b.jpg,0.0970885568147105,0.0,0.0,0.0097568296884353,0.0,0.0,0.0164052561443785,0.0,0.0401374508595673,0.0253166347693752,0.0861957039794365,0.0,0.010910029174697,0.2858104614306004
armor_01b.jpg,0.1255726043485898,0.0,0.0,0.0023196591453268,0.0,0.0,0.01048576603809,0.0,0.0417738514488126,0.0232861407722994,0.1431097352132376,0.0,0.1261199723266934,0.4726677292930499
arrow_01b.jpg,0.1210968551702442,0.0,0.0,0.0084537738027404,0.0,0.0,0.0023857241996099,0.0,0.076057444681863,0.0230133004210117,0.182127289204361,0.0,0.0015044299044751,0.4146388173843056
artichoke_01b.jpg,0.0803837245217779,0.0,0.0,0.0155497538097184,0.0,0.0,0.0354402833974753,0.0,0.0146997625404027,0.0221344396910119,0.0966121828839113,0.0,0.1067397751703399,0.3715599220146376
arugula_01b.jpg,0.0930650805007716,0.0,0.0,0.0159172966577451,0.0,0.0,0.0146751581779337,0.0,0.0196063862745455,0.0142726655106192,0.0867393377087745,0.0,0.016178421798891,0.2604543466292809
ashtray_01s.jpg,0.127180424801181,0.0,0.0,0.0058087071362242,0.0,0.0,0.0019415224541742,0.0,0.009066984848269,0.0295403680637368,0.2159252095685472,0.0,0.0071590209769478,0.3966222378490805
asparagus_01b.jpg,0.091770399743059,0.0,0.0,0.0160350911209253,0.0,0.0,0.0712860832901858,0.0,0.0516487062783745,0.0281685733173867,0.1188515879412294,0.0,0.0061675680118994,0.3839280097030602
avocado_01b.jpg,0.0862228144699492,0.0,0.0,0.0047409115104884,0.0,0.0,0.0199033209467907,0.0,0.0271805339447386,0.0321401887862536,0.1951236269856094,0.0,0.0857249869764156,0.4510363836202458
awning_01b.jpg,0.1290161354487897,0.0,0.0,0.012214933385694,0.0,0.0,0.0420812174454022,0.0,0.0653289269158637,0.0263696018817468,0.0831744692522064,0.0,0.0128338167752133,0.3710191011049163
axe_01b.jpg,0.1427328963661218,0.0,0.0,0.0158997474081944,0.0,0.0,0.0179742497383483,0.0,0.0487389324487163,0.0313824134130912,0.2141496487387737,0.0,0.0591796503903311,0.5300575385035772
baby_01b.jpg,0.0844258489163844,0.0,0.0,0.0050730304616987,0.0,0.0,0.0220084166694635,0.0,0.0816134971985047,0.0199914212207542,0.159139713874764,0.0,0.0479013444640913,0.4201532728056611
backdrop_01b.jpg,0.1208416490307184,0.0,0.0,0.0101017332886994,0.0,0.0,0.0009345727989379,0.0,0.010027479566293,0.0250762598112453,0.1937105440692023,0.0,0.0205007262868398,0.3811929648519364
