image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate
catapult_01b.jpg,0.6202178,0.7012566,0.9152076,0.9821975,0.37711316,0.34595305,0.086705215,0.38201985,0.32252848,0.42685908,0.51744133,0.57593906,0.40666035
sled_01b.jpg,0.50391924,0.860871,0.6910697,0.8552699,0.24434224,0.66639376,0.026398778,0.4117822,0.020377725,0.58992356,0.41838008,0.82472193,0.30589572
alpaca_01b.jpg,0.42085272,0.9631119,0.9138441,0.73090345,0.4863563,0.5754494,0.41192475,0.1747009,0.16491705,0.43429753,0.17914514,0.40586376,0.16833119
anchor_01b.jpg,0.6038618,0.84774905,0.8553552,0.25957114,0.1943169,0.7360844,0.014434496,0.36240664,0.246536,0.62982154,0.20386723,0.93222207,0.1252059
springboard_01b.jpg,0.47891104,0.7714101,0.9084119,0.43299478,0.56336385,0.44399282,0.25290284,0.34774235,0.07984204,0.4645948,0.8141091,0.8845867,0.038938366
sheet_01b.jpg,0.50482833,0.95490515,0.9414971,0.3358531,0.46099782,0.53100157,0.05886076,0.5564864,0.04937977,0.6592248,0.32790366,0.9259453,0.05928818
laptop_01b.jpg,0.5978904,0.4811005,0.7449915,0.39413103,0.5108025,0.55788904,0.084083274,0.4880525,0.18171272,0.34845152,0.8635105,0.450256,0.12439539
anvil_01b.jpg,0.5016594,0.6793056,0.8397553,0.8709996,0.25794283,0.86526924,0.22808142,0.31673095,0.060880892,0.50041676,0.6187269,0.9332961,0.5347074
jeep_01b.jpg,0.57800955,0.69464785,0.80087274,0.18364194,0.2658937,0.86727417,0.42323548,0.07458624,0.028108248,0.5204354,0.8041351,0.6342525,0.22571665
spur_01b.jpg,0.3876104,0.83173555,0.69204295,0.4895395,0.31053346,0.9355746,0.010194947,0.22855325,0.26197854,0.46833965,0.7513947,0.65455776,0.8988658
toaster_oven_01b.jpg,0.6281811,0.531331,0.80150795,0.31526494,0.42171788,0.8354639,0.10752183,0.20767978,0.6354902,0.85760796,0.44193572,0.86534494,0.07851906
vent_01b.jpg,0.4767733,0.81074405,0.7369328,0.59122896,0.6711654,0.32641232,0.10962206,0.16624007,0.58483374,0.7212516,0.517227,0.92391557,0.14275171
seal_01b.jpg,0.49554455,0.9123046,0.8463681,0.21434705,0.18034026,0.76480705,0.08990921,0.22378613,0.32833844,0.5282549,0.19434422,0.5124274,0.42532572
barbed_wire_01b.jpg,0.49809813,0.9258626,0.9462446,0.8793903,0.6332497,0.6900934,0.17514065,0.3181619,0.6670824,0.33847824,0.86890835,0.9332801,0.61360973
rattle_01b.jpg,0.44959202,0.9270981,0.7614318,0.75155413,0.26981872,0.503185,0.6038164,0.26254445,0.037720494,0.5795505,0.6225012,0.5811803,0.2062076
rhinoceros_01b.jpg,0.6127705,0.90628767,0.85671616,0.67250586,0.38039383,0.8279325,0.08789211,0.19818796,0.10321414,0.39764735,0.22499363,0.29081857,0.2029737
octopus_01b.jpg,0.51695937,0.9032877,0.3555618,0.45116,0.68053436,0.7830394,0.56039035,0.30056432,0.9168202,0.45635086,0.29031414,0.44571683,0.9006818
beehive_01b.jpg,0.5392903,0.91245854,0.8563868,0.8008597,0.295144,0.64213556,0.12111186,0.5823535,0.13636567,0.39956498,0.7424555,0.6080421,0.61842537
shark_01b.jpg,0.5177647,0.976765,0.74683595,0.26817,0.3642882,0.68734926,0.049624544,0.4829923,0.85953456,0.40272975,0.36571372,0.7245067,0.05205547
surfboard_01b.jpg,0.42630714,0.7873201,0.713962,0.6036939,0.12619773,0.7676443,0.1246904,0.27561063,0.0120047955,0.72132355,0.22540146,0.68980396,0.057693854
whip_01b.jpg,0.7171446,0.8241104,0.939382,0.79201245,0.4284048,0.6932641,0.1301369,0.5573767,0.034285516,0.27254346,0.4409723,0.6634105,0.54998946
hair_01b.jpg,0.62063956,0.96919596,0.88850343,0.57505816,0.41769847,0.59611106,0.14541696,0.5083112,0.85164225,0.5531305,0.5495792,0.34250885,0.33879822
mouse1_01b.jpg,0.44900402,0.92825204,0.77776384,0.06304758,0.065482,0.91864395,0.069521375,0.3464333,0.059488215,0.667979,0.21492626,0.20192984,0.5671026
stereo_01b.jpg,0.61096543,0.70702714,0.75154847,0.202807,0.48614714,0.79341894,0.10055437,0.25637612,0.10110062,0.3186369,0.4350378,0.84931123,0.21199009
mole_01b.jpg,0.43940926,0.9319198,0.76881844,0.5143034,0.34727657,0.72333086,0.302199,0.14371091,0.93016607,0.55818987,0.27161944,0.68593544,0.23401289
monkey_01b.jpg,0.35202184,0.69611007,0.5750097,0.10722476,0.11614885,0.78519505,0.32314458,0.1452433,0.08296135,0.31648293,0.067472965,0.54294497,0.4583534
casserole_01b.jpg,0.6116885,0.87259895,0.6598982,0.8815159,0.5390396,0.7592218,0.25846064,0.81210375,0.6352092,0.45211682,0.4939845,0.5628902,0.19571581
orangutan_01b.jpg,0.42272568,0.82559943,0.5581925,0.27452153,0.35417932,0.7724611,0.17306603,0.18674654,0.046698544,0.5150378,0.16553092,0.39301822,0.38593838
flower_01b.jpg,0.41229302,0.884982,0.69835776,0.6207173,0.6869764,0.8606508,0.7547856,0.4862579,0.24071448,0.4789213,0.1375173,0.66974336,0.3959735
shaker_01b.jpg,0.5246283,0.79927725,0.84980375,0.18572903,0.09032671,0.8229228,0.023948735,0.21299885,0.010039753,0.64222634,0.43882397,0.82305604,0.104888305
mold2_01b.jpg,0.5948979,0.986971,0.87227774,0.756187,0.808826,0.51725537,0.025525857,0.30694097,0.47180903,0.564649,0.6091262,0.64461696,0.15165211
trident_01b.jpg,0.76158905,0.9554985,0.9461493,0.90330696,0.39687666,0.9138647,0.0016297649,0.22281507,0.30452096,0.22414185,0.26002342,0.72030354,0.073322356
granola_01b.jpg,0.5897039,0.96834844,0.2804214,0.9254494,0.67538023,0.5951496,0.18015116,0.56137055,0.8837999,0.4501979,0.64528936,0.43153706,0.20074551
