image,Entropy,Entropy Change,Weighted Entropy,gt
0.jpg,2.6784981259777045,7.411537374643891,10.090035500621596,9
1.jpg,3.4984085447189006,8.66514180600087,12.16355035071977,58
2.jpg,3.097563646581796,8.496052493245582,11.59361613982738,47
3.jpg,3.194828589467619,8.800316071972688,11.995144661440309,46
4.jpg,3.262304881978958,9.428590391892442,12.6908952738714,79
5.jpg,2.952554712239824,8.984851839610226,11.93740655185005,48
6.jpg,3.00716251953119,9.221146885691397,12.228309405222587,63
7.jpg,2.7267105667506586,9.75902506765157,12.485735634402229,40
8.jpg,2.6929587807730457,10.9259794532055,13.618938233978543,45
9.jpg,3.329819104965628,10.105796976808271,13.4356160817739,43
10.jpg,3.1885978106291226,7.458109869718384,10.646707680347507,54
11.jpg,3.152829476758331,9.549368617398043,12.702198094156374,20
12.jpg,3.115952284770532,8.18972231856177,11.305674603332305,14
13.jpg,3.123392305652348,9.81674218238053,12.94013448803288,45
14.jpg,2.827910654569381,11.123853453516938,13.95176410808632,58
15.jpg,3.249524746574203,8.383512710821757,11.63303745739596,65
16.jpg,2.853594189277971,10.96474641485127,13.81834060412924,18
17.jpg,3.291325694331324,11.438484300644827,14.72980999497615,69
18.jpg,3.256981521064117,9.564262630323864,12.82124415138798,52
19.jpg,3.2349636088126688,10.97467825499002,14.209641863802688,45
20.jpg,2.884551306632549,9.156751088564082,12.041302395196633,71
21.jpg,2.969164361898418,8.543284423745703,11.51244878564412,38
22.jpg,3.188718073990927,9.430689627154315,12.619407701145242,56
23.jpg,2.797651226732764,10.343560588363037,13.1412118150958,39
24.jpg,3.347300178050653,8.214192085973714,11.561492264024368,41
25.jpg,3.2169299470869026,7.960437294834797,11.1773672419217,50
26.jpg,3.1563020558769943,10.16301213415278,13.319314190029774,25
27.jpg,3.1167991018483723,9.201347533684856,12.318146635533228,43
28.jpg,2.627086795476352,10.103518768502049,12.7306055639784,24
29.jpg,3.186458772470174,9.83639552587006,13.022854298340237,56
30.jpg,3.222544976650933,9.10184181116806,12.324386787818993,89
31.jpg,3.2625698229929854,8.53733190672926,11.799901729722244,44
32.jpg,3.1275755128778875,8.41548961919411,11.543065132071998,28
33.jpg,2.8468395767001096,11.174127287272391,14.0209668639725,70
34.jpg,3.003878709098516,7.8660324927814385,10.869911201879956,35
35.jpg,3.2882170427824366,10.08674993871228,13.374966981494715,56
36.jpg,3.0265142895401387,11.5200675225809,14.54658181212104,43
37.jpg,3.1941127230264112,10.180511379533318,13.374624102559729,29
38.jpg,3.0357276963711874,8.63492243122935,11.670650127600538,58
39.jpg,3.137757643354093,7.272331217125304,10.410088860479396,24
40.jpg,3.0714665311265392,8.375620498605503,11.447087029732042,36
41.jpg,3.167812426448679,7.445215282527623,10.613027708976302,82
42.jpg,2.962662912664768,7.333105398576792,10.29576831124156,74
43.jpg,2.866247892086238,10.876984271237342,13.74323216332358,15
44.jpg,3.2568457637059995,7.168473425356871,10.42531918906287,23
45.jpg,2.9212206866603543,8.794387454851043,11.715608141511396,56
46.jpg,2.955779824312904,9.492954531472671,12.448734355785575,72
47.jpg,2.5364799364959305,10.143193867853388,12.679673804349315,57
48.jpg,3.353310587674861,8.41620673639157,11.769517324066433,39
49.jpg,3.277326806168737,9.490733385450644,12.768060191619382,85
50.jpg,2.7186959260865384,10.863975877190253,13.582671803276792,16
51.jpg,3.135532346617999,7.707577579368585,10.843109925986584,73
52.jpg,3.148459512796763,10.77001538514309,13.918474897939852,39
53.jpg,3.1405241098737777,8.81463844011319,11.95516254998697,34
54.jpg,3.02976242794757,7.032433754287998,10.062196182235567,13
55.jpg,2.8421220204919635,8.12389383238073,10.966015852872694,75
56.jpg,3.435977803354356,8.878052211698586,12.314030015052944,68
57.jpg,3.1390853136582235,9.743352626847232,12.882437940505454,48
58.jpg,3.358776302040895,8.827026568623628,12.185802870664524,62
59.jpg,3.227722724909409,9.048901593753463,12.276624318662872,58
60.jpg,2.959569870323999,9.015188416478722,11.974758286802722,82
61.jpg,2.80698446291479,11.282089592610273,14.089074055525064,65
62.jpg,3.055816447075064,8.30872059205898,11.364537039134044,54
63.jpg,2.6301756996182104,10.406623081725176,13.036798781343386,35
64.jpg,3.1083717769967927,8.437442033181027,11.54581381017782,30
65.jpg,2.961097954778321,10.302238627645092,13.263336582423412,48
66.jpg,3.2128869031548914,8.935327016091167,12.148213919246055,36
67.jpg,3.046413779261673,7.727253713799989,10.773667493061662,58
68.jpg,3.271253199223829,8.270692121164206,11.541945320388034,40
69.jpg,2.593676677686473,10.453849266819068,13.04752594450554,21
70.jpg,3.262613550935136,9.045784579147911,12.308398130083049,73
71.jpg,3.2564581501702548,8.913900330040551,12.170358480210806,28
72.jpg,2.924046726804257,8.128012399113206,11.052059125917465,60
73.jpg,3.266223394135733,9.105921572318062,12.372144966453796,48
74.jpg,2.656438218606325,9.948467426275934,12.60490564488226,54
75.jpg,3.0876900553931987,8.123688111834195,11.211378167227394,25
76.jpg,2.9333438971037467,11.158612384507494,14.09195628161124,57
77.jpg,3.2716810884298475,8.00411910274627,11.275800191176115,69
78.jpg,3.264815840091654,7.997305396380664,11.262121236472318,81
79.jpg,2.885032882994886,9.342505732205009,12.227538615199894,64
80.jpg,2.882800927876223,11.367345273779106,14.25014620165533,31
81.jpg,3.187468217032065,8.41746707436985,11.604935291401915,28
82.jpg,3.055861591635909,8.559154129628674,11.615015721264582,17
83.jpg,3.1281037671831893,6.596284764514298,9.724388531697487,39
84.jpg,3.220079344474203,7.2846138007295,10.504693145203705,44
85.jpg,3.1363851480120166,7.021580313315497,10.157965461327514,100
86.jpg,3.202093333347233,8.379353509737973,11.581446843085208,39
87.jpg,3.251717161130475,8.726391807152341,11.978108968282816,86
88.jpg,3.2540121686748344,8.87724068428884,12.131252852963671,33
89.jpg,3.345922749036841,8.712699897316499,12.05862264635334,91
90.jpg,3.264297487771169,7.747136659744359,11.011434147515528,19
91.jpg,3.0223281317877686,8.255838942250497,11.278167074038263,71
92.jpg,3.2444797454227894,9.29526608082095,12.539745826243738,11
93.jpg,2.5456154434891296,8.242819004972906,10.788434448462036,51
94.jpg,3.1053944249707395,10.111641426945551,13.217035851916291,34
95.jpg,2.962274876114337,11.529005297317063,14.4912801734314,60
96.jpg,3.048171279807841,7.858428768018381,10.906600047826222,38
97.jpg,3.0231346265124364,6.72095312514912,9.744087751661556,54
98.jpg,3.061254305970749,6.8169419952078165,9.878196301178566,77
99.jpg,3.0228050841868708,10.488763496203529,13.5115685803904,32
100.jpg,3.192089975638196,8.695027074860795,11.88711705049899,59
101.jpg,3.0979317636739188,8.736702796896555,11.834634560570477,70
102.jpg,3.02009198467399,10.038719618653715,13.058811603327705,25
103.jpg,3.2248135136292464,9.43844463494568,12.663258148574927,13
104.jpg,2.928211964954918,7.012650115309308,9.940862080264225,42
105.jpg,3.2280363137825177,8.438397110144226,11.666433423926744,55
106.jpg,2.971068315611696,7.758703286517638,10.729771602129334,74
107.jpg,2.952318917523217,8.614379238374065,11.56669815589728,30
108.jpg,2.955759638833445,7.235643505543164,10.19140314437661,69
109.jpg,3.015434029583287,6.811921182441977,9.827355212025264,59
110.jpg,3.247724572923975,8.322543702237843,11.570268275161816,5
111.jpg,3.530396594369129,8.704320042474706,12.234716636843835,36
112.jpg,3.351557899183517,9.638840467913424,12.99039836709694,31
113.jpg,3.058903212998473,10.377913119832144,13.436816332830617,73
114.jpg,3.24333262994452,8.848815398576836,12.092148028521356,82
115.jpg,3.0937862850609017,9.129249210972883,12.223035496033784,20
116.jpg,2.6327838759225277,7.6706409364632595,10.303424812385789,50
117.jpg,3.276502676959105,10.360149633571885,13.63665231053099,0
118.jpg,2.7727252839680987,10.225230831942206,12.997956115910304,58
119.jpg,2.8095645300237764,10.262191196867567,13.071755726891343,48
120.jpg,2.8760272385599905,9.697060603666015,12.573087842226006,31
121.jpg,2.991284880514542,9.16379417388985,12.155079054404393,89
122.jpg,3.2614303316165723,8.65672205070889,11.918152382325465,20
123.jpg,3.194613172340925,9.535755333469428,12.730368505810352,65
124.jpg,3.0762242475472488,10.39160026060781,13.467824508155058,22
125.jpg,3.0286971630203405,8.422012061714296,11.450709224734638,19
126.jpg,2.8965187675229047,10.38643548549217,13.282954253015074,46
