image,Entropy,Entropy Change,Weighted Entropy,gt
0.jpg,3.397635778262942,6.85056023902148,10.24819601728442,97
1.jpg,3.4637056369856865,6.083441435369762,9.547147072355449,89
2.jpg,3.504157114910231,7.286849487299746,10.791006602209976,98
3.jpg,3.3986424045667745,6.2606120452568925,9.659254449823669,98
4.jpg,3.2578352279803084,6.331709908848894,9.589545136829202,44
5.jpg,3.160969784639776,5.821151017265831,8.982120801905607,8
6.jpg,3.326560097673384,6.6572702331085845,9.983830330781968,19
7.jpg,3.3633391812807734,6.8362018009415655,10.199540982222338,8
8.jpg,3.431112616169216,7.852604071663062,11.283716687832277,2
9.jpg,3.2091356012826653,7.754146979126886,10.963282580409553,28
10.jpg,3.2752978859908315,7.120013670679505,10.395311556670336,58
11.jpg,3.4436831538234083,6.735887763689849,10.179570917513256,14
12.jpg,3.4093752259405177,6.323734332429144,9.733109558369662,41
13.jpg,3.569957214914332,9.661439739386404,13.231396954300736,17
14.jpg,3.316889541142462,6.739874096432465,10.056763637574928,15
15.jpg,3.24065843706213,7.157815379908488,10.398473816970618,32
16.jpg,3.23487474123039,7.52707367919642,10.76194842042681,45
17.jpg,3.387624681845938,7.692226037472845,11.079850719318785,0
18.jpg,3.457162307491126,6.28934689475686,9.746509202247983,2
19.jpg,3.2723850984248504,6.345807949802048,9.6181930482269,3
20.jpg,3.2977405365649783,6.379483453238253,9.677223989803233,8
21.jpg,3.416127897625536,6.583266215595479,9.999394113221015,5
22.jpg,3.161260177107035,8.301157861367214,11.46241803847425,60
23.jpg,3.4103039961422885,6.112451951732324,9.522755947874613,29
24.jpg,3.45076370582965,6.400635973583249,9.8513996794129,26
25.jpg,3.3995916459223325,6.589996188806111,9.989587834728445,12
26.jpg,3.145670251901263,7.074008447654339,10.2196786995556,51
27.jpg,3.311853828932485,6.349840720309593,9.661694549242078,3
28.jpg,3.387332279163376,7.404691694891273,10.792023974054649,23
29.jpg,3.210879417929966,8.202940923992665,11.413820341922632,77
30.jpg,3.204816858419676,8.259073886440069,11.463890744859745,54
31.jpg,3.1802304460110418,8.00621478089735,11.186445226908392,77
32.jpg,3.180148244000819,10.2300062307677,13.410154474768518,86
33.jpg,3.3415757656849023,7.692363121546349,11.033938887231251,36
34.jpg,3.318355934891871,6.530816792291368,9.84917272718324,91
35.jpg,3.1144547949287875,7.048287862202184,10.162742657130972,25
36.jpg,3.2314116392200187,7.049724877509746,10.281136516729765,83
37.jpg,3.435269322721103,7.060234671498662,10.495503994219764,26
38.jpg,3.3557522960621298,6.848538067012981,10.204290363075112,73
39.jpg,3.147222491794886,9.135819585916163,12.283042077711048,86
40.jpg,3.270286120627008,7.97504299728621,11.24532911791322,83
41.jpg,3.377654425122035,7.62191886784337,10.999573292965405,68
42.jpg,3.4620569719827823,6.238266382172338,9.70032335415512,54
43.jpg,3.3633505989214383,6.972447558362703,10.335798157284142,90
